album,popularity,artist,name,duration_ms,explicit,release_date,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
Home Alone 2,67,D-Block Europe,Kevin McCallister,222480,True,2021-11-19,0.812,0.513,-9.262,0.41,0.185,0.0,0.111,0.435,136.942
Actual Life 2 (February 2 - October 15 2021),49,Fred again..,February 2nd 2021,43250,False,2021-11-19,0.347,0.366,-15.394,0.187,0.608,0.2,0.0747,0.234,136.514
Actual Life 2 (February 2 - October 15 2021),53,Fred again..,Catrin (The City),206875,False,2021-11-19,0.42,0.791,-7.245,0.0552,0.391,0.0357,0.0884,0.093,106.065
Actual Life 2 (February 2 - October 15 2021),54,Fred again..,Roze (Forgive),229000,False,2021-11-19,0.61,0.76,-7.028,0.0582,0.0411,0.00975,0.12,0.458,129.93
Actual Life 2 (February 2 - October 15 2021),51,Fred again..,Gigi (What You Went Through),199000,False,2021-11-19,0.422,0.714,-8.644,0.118,0.281,0.115,0.209,0.174,124.167
Actual Life 2 (February 2 - October 15 2021),54,Fred again..,Kahan (Last Year),216000,False,2021-11-19,0.441,0.428,-10.694,0.0609,0.856,0.000144,0.112,0.15,106.318
Actual Life 2 (February 2 - October 15 2021),54,Fred again..,Tate (How I Feel),222250,False,2021-11-19,0.781,0.765,-8.228,0.221,0.163,0.00112,0.903,0.64,125.197
Actual Life 2 (February 2 - October 15 2021),55,Fred again..,Hannah (The Sun),196796,False,2021-11-19,0.767,0.878,-4.581,0.0648,0.0249,0.0294,0.147,0.401,125.018
Actual Life 2 (February 2 - October 15 2021),49,Fred again..,Carlos (Interlude),121708,False,2021-11-19,0.43,0.1,-16.291,0.0499,0.957,0.147,0.104,0.173,120.118
Actual Life 2 (February 2 - October 15 2021),55,Fred again..,Faisal (Envelops Me),250291,False,2021-11-19,0.726,0.603,-8.283,0.0613,0.309,0.0519,0.102,0.284,122.024
Actual Life 2 (February 2 - October 15 2021),48,Fred again..,Tayla (Every Night),65500,False,2021-11-19,0.455,0.469,-8.518,0.0704,0.859,8.86e-06,0.16,0.307,128.092
Actual Life 2 (February 2 - October 15 2021),50,Fred again..,Tanya (Maybe Life),316129,False,2021-11-19,0.692,0.842,-8.199,0.392,0.0483,2.48e-06,0.382,0.227,128.037
Actual Life 2 (February 2 - October 15 2021),49,Fred again..,Marco (And Everyone),149309,False,2021-11-19,0.757,0.963,-6.012,0.148,0.0382,0.145,0.112,0.494,127.969
Actual Life 2 (February 2 - October 15 2021),56,Fred again..,Billie (Loving Arms),217265,False,2021-11-19,0.648,0.775,-4.798,0.0694,0.0561,0.0,0.444,0.371,128.072
Actual Life 2 (February 2 - October 15 2021),46,Fred again..,Billie (Interlude),71274,False,2021-11-19,0.368,0.247,-19.706,0.0436,0.975,0.179,0.405,0.222,102.717
Actual Life 2 (February 2 - October 15 2021),47,Fred again..,Mollie (Hear Your Name),241359,False,2021-11-19,0.546,0.61,-8.693,0.0494,0.737,0.21,0.17,0.242,128.244
Actual Life 2 (February 2 - October 15 2021),45,Fred again..,October 15th 2021,54000,False,2021-11-19,0.134,0.037,-25.864,0.0368,0.931,0.897,0.114,0.0339,96.147
The Stars Beneath My Feet (2004 - 2021),58,James Blunt,Love Under Pressure,165033,False,2021-11-19,0.613,0.754,-6.051,0.0348,0.00612,0.0,0.129,0.703,110.017
The Stars Beneath My Feet (2004 - 2021),51,James Blunt,1973,279733,False,2021-11-19,0.714,0.681,-8.012,0.027,0.056,0.00708,0.0783,0.769,123.015
The Stars Beneath My Feet (2004 - 2021),50,James Blunt,Wisemen,223373,False,2021-11-19,0.633,0.669,-7.234,0.0262,0.275,3.65e-05,0.219,0.623,75.974
The Stars Beneath My Feet (2004 - 2021),50,James Blunt,Same Mistake,298226,False,2021-11-19,0.408,0.475,-9.056,0.0274,0.485,0.000274,0.12,0.203,155.034
The Stars Beneath My Feet (2004 - 2021),52,James Blunt,You’re Beautiful,213840,True,2021-11-19,0.678,0.521,-8.602,0.0266,0.618,1.15e-05,0.088,0.451,81.987
The Stars Beneath My Feet (2004 - 2021),49,James Blunt,Monsters,260306,False,2021-11-19,0.487,0.401,-8.835,0.0335,0.235,0.0,0.102,0.213,128.17
The Stars Beneath My Feet (2004 - 2021),49,James Blunt,Tears And Rain,244426,False,2021-11-19,0.275,0.453,-8.46,0.0344,0.544,0.000202,0.105,0.144,169.838
The Stars Beneath My Feet (2004 - 2021),49,James Blunt,Bonfire Heart,236826,False,2021-11-19,0.567,0.798,-6.797,0.0507,0.157,0.0,0.244,0.48,117.998
The Stars Beneath My Feet (2004 - 2021),48,James Blunt,I Really Want You - Live in New York,215306,False,2021-11-19,0.644,0.233,-12.392,0.0483,0.662,0.0,0.0889,0.604,119.806
The Stars Beneath My Feet (2004 - 2021),47,James Blunt,The Truth,222706,False,2021-11-19,0.677,0.668,-6.987,0.0497,0.0528,1.66e-05,0.11,0.872,121.963
The Stars Beneath My Feet (2004 - 2021),47,James Blunt,Heart To Heart,206906,False,2021-11-19,0.627,0.748,-6.161,0.0349,0.314,0.000406,0.125,0.857,159.979
The Stars Beneath My Feet (2004 - 2021),46,James Blunt,Champions,193306,False,2021-11-19,0.614,0.56,-7.528,0.0554,0.543,0.00195,0.0763,0.187,134.813
The Stars Beneath My Feet (2004 - 2021),47,James Blunt,Postcards,284026,False,2021-11-19,0.724,0.596,-8.432,0.0292,0.544,0.0,0.269,0.676,100.013
The Stars Beneath My Feet (2004 - 2021),46,James Blunt,No Bravery - Live in London,228586,False,2021-11-19,0.385,0.541,-9.797,0.0774,0.81,4.99e-06,0.971,0.275,82.397
The Stars Beneath My Feet (2004 - 2021),51,James Blunt,Adrenaline,176760,False,2021-11-19,0.628,0.753,-6.717,0.0513,0.0697,0.0,0.121,0.473,95.961
The Stars Beneath My Feet (2004 - 2021),45,James Blunt,Smoke Signals,222760,False,2021-11-19,0.504,0.417,-9.505,0.032,0.828,7.99e-05,0.124,0.448,73.564
The Stars Beneath My Feet (2004 - 2021),52,James Blunt,Unstoppable,207400,False,2021-11-19,0.568,0.744,-6.521,0.0289,0.0777,0.0,0.0644,0.512,97.043
The Stars Beneath My Feet (2004 - 2021),46,James Blunt,Goodbye My Lover,257573,False,2021-11-19,0.48,0.274,-11.379,0.0647,0.954,0.000389,0.0903,0.279,79.686
The Stars Beneath My Feet (2004 - 2021),45,James Blunt,Coz I Love You - Live at Glastonbury,334026,False,2021-11-19,0.43,0.799,-6.736,0.0396,0.0633,0.00167,0.982,0.454,126.511
The Stars Beneath My Feet (2004 - 2021),43,James Blunt,"So Long, Jimmy",265600,False,2021-11-19,0.762,0.627,-7.534,0.0306,0.0718,1.9e-05,0.176,0.844,94.001
The Stars Beneath My Feet (2004 - 2021),44,James Blunt,Carry You Home,234680,False,2021-11-19,0.349,0.503,-8.797,0.0361,0.676,0.0,0.108,0.221,83.028
The Stars Beneath My Feet (2004 - 2021),44,James Blunt,The Greatest,191253,False,2021-11-19,0.618,0.497,-8.494,0.0439,0.182,0.0,0.236,0.211,80.988
The Stars Beneath My Feet (2004 - 2021),44,James Blunt,High,243786,False,2021-11-19,0.536,0.586,-6.422,0.0258,0.281,0.0,0.107,0.453,81.328
The Stars Beneath My Feet (2004 - 2021),44,James Blunt,Don’t Give Me Those Eyes,244480,False,2021-11-19,0.478,0.36,-8.218,0.0484,0.547,0.0,0.0857,0.225,138.262
The Stars Beneath My Feet (2004 - 2021),43,James Blunt,OK,190653,False,2021-11-19,0.654,0.799,-6.684,0.0666,0.127,0.0,0.12,0.552,121.95
The Stars Beneath My Feet (2004 - 2021),43,James Blunt,Stay The Night,212973,False,2021-11-19,0.547,0.838,-6.654,0.0338,0.0123,0.0,0.137,0.777,96.017
The Stars Beneath My Feet (2004 - 2021),43,James Blunt,Bartender,193106,False,2021-11-19,0.638,0.725,-6.619,0.153,0.125,0.0,0.159,0.54,175.874
The Stars Beneath My Feet (2004 - 2021),43,James Blunt,Cold,209213,False,2021-11-19,0.592,0.8,-7.583,0.0363,0.00866,0.0,0.141,0.397,109.056
The Stars Beneath My Feet (2004 - 2021),43,James Blunt,Where Is My Mind? - Live in Paris,228146,False,2021-11-19,0.444,0.69,-7.928,0.0255,0.0154,0.00429,0.97,0.354,76.085
The Stars Beneath My Feet (2004 - 2021),62,James Blunt,I Came For Love,182173,False,2021-11-19,0.551,0.43,-6.128,0.0256,0.0933,0.0,0.435,0.208,87.07
They Got Amnesia,56,French Montana,ICU,46796,True,2021-11-19,0.516,0.51,-8.381,0.244,0.714,0.0,0.4,0.445,135.28
They Got Amnesia,59,French Montana,How You King?,215450,True,2021-11-19,0.572,0.743,-5.897,0.327,0.105,0.0,0.19,0.33,89.93
They Got Amnesia,62,French Montana,FWMGAB,187819,True,2021-11-19,0.653,0.792,-2.018,0.0342,0.0994,0.0,0.731,0.175,94.126
They Got Amnesia,58,French Montana,I Don't Really Care,160940,True,2021-11-19,0.842,0.713,-6.251,0.159,0.0355,0.0,0.164,0.624,93.947
They Got Amnesia,61,French Montana,Touch The Sky (with John Legend & Rick Ross),189519,True,2021-11-19,0.572,0.817,-2.11,0.104,0.216,0.0,0.319,0.322,83.062
They Got Amnesia,61,French Montana,Mopstick (with Kodak Black),216414,True,2021-11-19,0.847,0.358,-8.274,0.473,0.00179,0.0,0.111,0.218,163.979
They Got Amnesia,65,French Montana,Stuck in The Jungle (with Pop Smoke & Lil Durk),178087,True,2021-11-19,0.69,0.607,-6.869,0.289,0.47,0.0,0.185,0.6,141.022
They Got Amnesia,74,French Montana,Handstand (with Doja Cat feat. Saweetie),170057,True,2021-11-19,0.786,0.551,-5.789,0.243,0.0138,0.0,0.68,0.354,174.995
They Got Amnesia,58,French Montana,Panicking (with Fivio Foreign),165422,True,2021-11-19,0.77,0.549,-7.075,0.0543,0.0204,0.0,0.274,0.353,134.916
They Got Amnesia,58,French Montana,Didn't Get Far (feat. Fabolous),214962,True,2021-11-19,0.359,0.877,-4.568,0.444,0.451,0.0,0.104,0.179,172.266
They Got Amnesia,56,French Montana,The Paper,151103,True,2021-11-19,0.574,0.777,-4.843,0.204,0.0392,0.0,0.181,0.566,185.986
They Got Amnesia,56,French Montana,Tonight Only,181061,True,2021-11-19,0.544,0.871,-3.266,0.119,0.217,0.0,0.11,0.353,160.218
They Got Amnesia,56,French Montana,Business,196862,True,2021-11-19,0.659,0.626,-5.721,0.217,0.135,0.0,0.447,0.466,166.592
They Got Amnesia,60,French Montana,Push Start (with Coi Leray feat. 42 Dugg),185477,True,2021-11-19,0.874,0.562,-5.966,0.103,0.0273,0.0,0.151,0.637,101.041
They Got Amnesia,59,French Montana,Striptease (with Ty Dolla $ign & Latto),129304,True,2021-11-19,0.912,0.59,-6.481,0.103,0.00257,0.0,0.092,0.815,87.016
They Got Amnesia,68,French Montana,Bag Season (feat. Lil Tjay),161156,True,2021-11-19,0.888,0.546,-7.167,0.415,0.135,0.0,0.195,0.551,134.024
They Got Amnesia,56,French Montana,Fraud,190232,True,2021-11-19,0.785,0.788,-4.318,0.0599,0.0111,8.51e-06,0.0841,0.405,162.107
They Got Amnesia,52,French Montana,Prayer (Skit),61334,True,2021-11-19,0.298,0.221,-14.065,0.0341,0.67,0.00351,0.124,0.0374,96.669
They Got Amnesia,55,French Montana,Appreciate Everything,174506,True,2021-11-19,0.715,0.827,-4.407,0.349,0.0627,0.0,0.14,0.481,94.044
They Got Amnesia,55,French Montana,Losing Weight,304283,True,2021-11-19,0.696,0.612,-5.296,0.0966,0.275,0.0,0.212,0.413,134.098
They Got Amnesia,59,French Montana,FWMGAB (Remix) [Bonus] (feat. Moneybagg Yo),186532,True,2021-11-19,0.649,0.749,-2.283,0.0425,0.104,0.0,0.135,0.156,94.111
Flying Dream 1,54,Elbow,Flying Dream 1,274280,False,2021-11-19,0.657,0.31,-11.9,0.0266,0.873,0.00109,0.321,0.248,114.903
Flying Dream 1,51,Elbow,After the Eclipse,258320,False,2021-11-19,0.539,0.462,-9.495,0.0274,0.9,0.00109,0.106,0.297,119.937
Flying Dream 1,50,Elbow,Is It a Bird,252813,False,2021-11-19,0.615,0.461,-11.548,0.0279,0.116,0.0132,0.0943,0.175,127.365
Flying Dream 1,53,Elbow,Six Words,306786,False,2021-11-19,0.238,0.681,-9.961,0.121,0.672,2.63e-05,0.133,0.227,168.005
Flying Dream 1,49,Elbow,Calm and Happy,186493,False,2021-11-19,0.493,0.229,-13.484,0.0402,0.833,0.00023,0.105,0.169,120.33
Flying Dream 1,49,Elbow,"Come On, Blue",319426,False,2021-11-19,0.194,0.333,-10.221,0.0322,0.841,0.000451,0.35,0.244,69.959
Flying Dream 1,49,Elbow,The Only Road,263120,False,2021-11-19,0.722,0.4,-14.043,0.0482,0.702,0.000634,0.0703,0.455,119.913
Flying Dream 1,48,Elbow,Red Sky Radio (Baby Baby Baby),248626,False,2021-11-19,0.371,0.502,-8.092,0.0265,0.419,2.27e-05,0.108,0.147,97.987
Flying Dream 1,53,Elbow,The Seldom Seen Kid,253413,False,2021-11-19,0.471,0.431,-10.462,0.0266,0.882,0.0163,0.3,0.267,149.806
Flying Dream 1,52,Elbow,What Am I Without You,308893,False,2021-11-19,0.554,0.4,-7.104,0.0299,0.299,1.35e-06,0.0994,0.274,101.959
Between Us (Deluxe Version),56,Little Mix,Shout Out to My Ex,246252,False,2021-11-12,0.773,0.747,-4.061,0.0885,0.0242,8.99e-06,0.109,0.801,126.014
Between Us (Deluxe Version),54,Little Mix,Black Magic,211773,False,2021-11-12,0.777,0.894,-4.467,0.0617,0.0352,0.0,0.317,0.845,111.986
Between Us (Deluxe Version),76,Little Mix,No,183021,True,2021-11-12,0.793,0.842,-3.563,0.0804,0.165,0.0,0.107,0.747,120.008
Between Us (Deluxe Version),57,Little Mix,Touch,213297,False,2021-11-12,0.634,0.72,-4.104,0.112,0.0309,0.0,0.373,0.53,102.177
Between Us (Deluxe Version),60,Little Mix,Love (Sweet Love),220968,False,2021-11-12,0.696,0.914,-2.907,0.0536,0.0166,0.0,0.183,0.85,108.032
Between Us (Deluxe Version),55,Little Mix,Wings,219733,False,2021-11-12,0.737,0.875,-3.14,0.127,0.000681,0.000484,0.285,0.535,114.964
Between Us (Deluxe Version),55,Little Mix,Woman Like Me (feat. Nicki Minaj),229720,True,2021-11-12,0.754,0.854,-3.449,0.0608,0.178,0.0,0.0808,0.8,75.003
Between Us (Deluxe Version),55,Little Mix,Power (feat. Stormzy),242282,False,2021-11-12,0.568,0.863,-4.093,0.304,0.0405,5.63e-06,0.21,0.438,173.012
Between Us (Deluxe Version),57,Little Mix,Sweet Melody,213692,False,2021-11-12,0.443,0.822,-4.233,0.0617,0.0779,0.0,0.103,0.445,120.254
Between Us (Deluxe Version),55,Little Mix,No More Sad Songs (feat. Machine Gun Kelly),225202,False,2021-11-12,0.708,0.783,-3.528,0.0469,0.0762,4.45e-06,0.303,0.726,102.037
Between Us (Deluxe Version),53,Little Mix,DNA,236733,False,2021-11-12,0.53,0.698,-4.89,0.0511,0.0325,4.05e-05,0.12,0.301,140.893
Between Us (Deluxe Version),53,Little Mix,Secret Love Song (feat. Jason Derulo),249813,False,2021-11-12,0.528,0.641,-3.992,0.0493,0.256,0.0,0.298,0.131,92.912
Between Us (Deluxe Version),53,Little Mix,Move,224327,False,2021-11-12,0.848,0.751,-4.556,0.0943,0.00471,4.22e-06,0.553,0.758,121.189
Between Us (Deluxe Version),53,Little Mix,Salute,236022,False,2021-11-12,0.59,0.742,-5.312,0.0704,0.0826,0.0,0.306,0.321,163.987
Between Us (Deluxe Version),53,Little Mix,Break Up Song,200299,False,2021-11-12,0.626,0.749,-5.406,0.0443,0.00515,0.0,0.215,0.6,90.031
Between Us (Deluxe Version),63,Little Mix,Between Us,235434,False,2021-11-12,0.505,0.728,-3.492,0.0416,0.0942,0.0,0.0982,0.239,92.062
Between Us (Deluxe Version),55,Little Mix,"Secret Love Song, Pt. II",266920,False,2021-11-12,0.528,0.383,-7.251,0.0327,0.75,0.0,0.08,0.161,94.419
Between Us (Deluxe Version),53,Little Mix,Holiday,213596,False,2021-11-12,0.712,0.676,-5.965,0.184,0.076,0.0,0.0669,0.648,106.155
Between Us (Deluxe Version),53,Little Mix,Hair (feat. Sean Paul),233826,False,2021-11-12,0.712,0.835,-4.676,0.0488,0.00626,1.49e-06,0.843,0.755,153.959
Between Us (Deluxe Version),53,Little Mix,Reggaetón Lento (Remix),188797,False,2021-11-12,0.568,0.907,-3.09,0.0902,0.154,0.0,0.0993,0.663,93.864
Between Us (Deluxe Version),55,Little Mix,Confetti (feat. Saweetie),185374,True,2021-11-12,0.733,0.643,-6.45,0.053,0.178,0.0,0.0609,0.485,107.088
Between Us (Deluxe Version),54,Little Mix,Heartbreak Anthem (feat. David Guetta & Little Mix),183725,False,2021-11-12,0.596,0.785,-4.885,0.0993,0.218,0.0,0.0576,0.473,124.117
Between Us (Deluxe Version),54,Little Mix,Kiss My (Uh Oh),176800,False,2021-11-12,0.638,0.878,-3.64,0.0487,0.0153,0.000246,0.324,0.481,103.942
Between Us (Deluxe Version),69,Little Mix,Cut You Off,173653,False,2021-11-12,0.71,0.757,-3.845,0.123,0.0432,0.0,0.0513,0.648,115.042
Between Us (Deluxe Version),67,Little Mix,Trash,173249,False,2021-11-12,0.617,0.761,-5.392,0.0591,0.135,0.0,0.263,0.528,160.08
Between Us (Deluxe Version),56,Little Mix,Wasabi,154786,True,2021-11-12,0.847,0.656,-4.976,0.115,0.00446,0.000838,0.143,0.234,114.001
"The Nearer The Fountain, More Pure The Stream Flows",55,Damon Albarn,"The Nearer The Fountain, More Pure The Stream Flows",300120,False,2021-11-12,0.14,0.335,-12.017,0.0391,0.92,0.146,0.653,0.039,56.576
"The Nearer The Fountain, More Pure The Stream Flows",53,Damon Albarn,The Cormorant,261293,False,2021-11-12,0.44,0.532,-9.943,0.0409,0.423,0.104,0.418,0.435,201.307
"The Nearer The Fountain, More Pure The Stream Flows",56,Damon Albarn,Royal Morning Blue,191973,False,2021-11-12,0.643,0.742,-8.672,0.0281,0.0232,0.0136,0.289,0.691,126.082
"The Nearer The Fountain, More Pure The Stream Flows",52,Damon Albarn,Combustion,172720,False,2021-11-12,0.341,0.776,-8.434,0.0475,0.492,0.592,0.127,0.165,73.031
"The Nearer The Fountain, More Pure The Stream Flows",51,Damon Albarn,Daft Wader,208320,False,2021-11-12,0.269,0.339,-10.18,0.0351,0.838,0.344,0.0974,0.0394,120.103
"The Nearer The Fountain, More Pure The Stream Flows",55,Damon Albarn,Darkness To Light,179373,False,2021-11-12,0.456,0.392,-8.264,0.029,0.743,0.0107,0.15,0.408,67.0
"The Nearer The Fountain, More Pure The Stream Flows",50,Damon Albarn,Esja,220893,False,2021-11-12,0.458,0.844,-9.81,0.0596,0.971,0.95,0.607,0.0636,143.246
"The Nearer The Fountain, More Pure The Stream Flows",50,Damon Albarn,The Tower Of Montevideo,259120,False,2021-11-12,0.634,0.681,-8.426,0.0303,0.582,0.0258,0.315,0.378,113.045
"The Nearer The Fountain, More Pure The Stream Flows",49,Damon Albarn,Giraffe Trumpet Sea,111160,False,2021-11-12,0.473,0.292,-11.764,0.0254,0.82,0.0308,0.174,0.154,82.482
"The Nearer The Fountain, More Pure The Stream Flows",52,Damon Albarn,Polaris,284933,False,2021-11-12,0.514,0.739,-8.483,0.0293,0.058,0.0544,0.216,0.103,124.009
"The Nearer The Fountain, More Pure The Stream Flows",49,Damon Albarn,Particles,200253,False,2021-11-12,0.24,0.433,-11.998,0.0387,0.758,0.0225,0.226,0.121,119.417
CRAWLER,58,IDLES,MTT 420 RR,330973,False,2021-11-12,0.591,0.233,-12.719,0.0304,0.615,0.0495,0.0924,0.0374,110.983
CRAWLER,58,IDLES,The Wheel,205640,False,2021-11-12,0.446,0.892,-5.477,0.0696,0.0202,0.0139,0.0501,0.306,176.092
CRAWLER,57,IDLES,When the Lights Come On,191986,False,2021-11-12,0.553,0.865,-6.997,0.0318,0.00506,0.0887,0.502,0.302,150.164
CRAWLER,57,IDLES,Car Crash,233626,True,2021-11-12,0.506,0.807,-6.721,0.0579,0.00151,0.694,0.2,0.516,70.03
CRAWLER,56,IDLES,The New Sensation,253960,True,2021-11-12,0.641,0.819,-5.89,0.0557,0.00605,0.0208,0.11,0.645,89.035
CRAWLER,54,IDLES,Stockholm Syndrome,182200,False,2021-11-12,0.414,0.848,-5.751,0.075,0.0024,0.248,0.0925,0.307,82.057
CRAWLER,58,IDLES,The Beachland Ballroom,240973,True,2021-11-12,0.2,0.637,-5.26,0.0402,0.000687,0.00114,0.127,0.385,173.977
CRAWLER,59,IDLES,Crawl!,260519,True,2021-11-12,0.46,0.883,-5.376,0.148,0.0021,0.914,0.564,0.28,76.966
CRAWLER,53,IDLES,Meds,236746,False,2021-11-12,0.564,0.87,-5.564,0.0381,0.00129,0.334,0.383,0.532,90.0
CRAWLER,49,IDLES,Kelechi,30826,False,2021-11-12,0.417,0.0327,-33.809,0.0365,0.652,0.617,0.112,0.571,72.736
CRAWLER,54,IDLES,Progress,226546,False,2021-11-12,0.25,0.617,-9.826,0.0496,0.0981,0.0486,0.615,0.298,154.704
CRAWLER,23,IDLES,Wizz,30000,False,2021-11-12,0.3,0.959,-7.541,0.177,0.00364,0.0183,0.316,0.085,128.19
CRAWLER,51,IDLES,King Snake,174413,True,2021-11-12,0.657,0.88,-6.239,0.0451,0.0205,0.0229,0.199,0.726,103.029
CRAWLER,51,IDLES,The End,198533,True,2021-11-12,0.364,0.72,-5.129,0.0558,5.34e-05,0.804,0.136,0.396,118.44
An Evening With Silk Sonic,75,Bruno Mars,Silk Sonic Intro,63060,False,2021-11-12,0.696,0.553,-8.702,0.0759,0.097,3.91e-06,0.617,0.674,114.993
An Evening With Silk Sonic,77,Bruno Mars,Leave The Door Open,242096,False,2021-11-12,0.586,0.616,-7.964,0.0324,0.182,0.0,0.0927,0.719,148.088
An Evening With Silk Sonic,80,Bruno Mars,Fly As Me,219389,False,2021-11-12,0.783,0.627,-8.521,0.102,0.00756,0.0,0.0606,0.48,100.025
An Evening With Silk Sonic,80,Bruno Mars,After Last Night (with Thundercat & Bootsy Collins),249444,False,2021-11-12,0.651,0.703,-8.958,0.0816,0.0297,0.0,0.0608,0.647,140.051
An Evening With Silk Sonic,81,Bruno Mars,Smokin Out The Window,197442,False,2021-11-12,0.627,0.618,-8.529,0.0437,0.0558,0.0,0.351,0.848,82.03
An Evening With Silk Sonic,79,Bruno Mars,Put On A Smile,255455,False,2021-11-12,0.548,0.627,-8.949,0.0409,0.0471,0.0,0.285,0.493,143.994
An Evening With Silk Sonic,78,Bruno Mars,777,165000,True,2021-11-12,0.836,0.622,-11.003,0.0946,0.00269,0.000566,0.335,0.892,102.015
An Evening With Silk Sonic,76,Bruno Mars,Skate,203122,False,2021-11-12,0.708,0.598,-8.365,0.0291,0.037,0.0,0.17,0.698,112.027
An Evening With Silk Sonic,80,Bruno Mars,Blast Off,284870,False,2021-11-12,0.482,0.548,-9.946,0.0373,0.0363,2.28e-06,0.3,0.346,76.017
DISCO: Guest List Edition,46,Kylie Minogue,Magic,250680,False,2021-11-12,0.732,0.782,-4.844,0.03,0.0268,9.94e-06,0.106,0.655,106.048
DISCO: Guest List Edition,44,Kylie Minogue,Miss a Thing,236266,False,2021-11-12,0.715,0.87,-6.095,0.099,0.037,1.25e-05,0.232,0.79,114.999
DISCO: Guest List Edition,43,Kylie Minogue,Real Groove,194760,False,2021-11-12,0.816,0.596,-6.122,0.0571,0.0535,0.000481,0.0857,0.527,116.995
DISCO: Guest List Edition,41,Kylie Minogue,Monday Blues,189386,False,2021-11-12,0.688,0.914,-4.33,0.0498,0.103,0.0265,0.17,0.938,128.07
DISCO: Guest List Edition,42,Kylie Minogue,Supernova,197880,False,2021-11-12,0.568,0.929,-3.274,0.0845,0.00188,0.165,0.39,0.557,124.0
DISCO: Guest List Edition,42,Kylie Minogue,Say Something,212546,False,2021-11-12,0.635,0.845,-4.816,0.0525,0.027,0.0128,0.135,0.463,107.013
DISCO: Guest List Edition,41,Kylie Minogue,Last Chance,183826,False,2021-11-12,0.592,0.962,-3.897,0.131,0.0102,0.000792,0.0404,0.55,119.899
DISCO: Guest List Edition,41,Kylie Minogue,I Love It,230080,False,2021-11-12,0.573,0.85,-4.064,0.0559,0.00131,0.000571,0.411,0.665,119.873
DISCO: Guest List Edition,41,Kylie Minogue,Where Does the DJ Go?,181680,False,2021-11-12,0.771,0.82,-4.398,0.0593,0.0234,0.00021,0.287,0.736,133.002
DISCO: Guest List Edition,40,Kylie Minogue,Dance Floor Darling,192880,False,2021-11-12,0.429,0.803,-4.611,0.0691,0.00642,0.0258,0.0741,0.532,107.295
DISCO: Guest List Edition,39,Kylie Minogue,Unstoppable,214613,False,2021-11-12,0.756,0.769,-5.024,0.0692,0.00732,8.17e-05,0.0489,0.822,120.008
DISCO: Guest List Edition,39,Kylie Minogue,Celebrate You,222986,False,2021-11-12,0.6,0.85,-5.064,0.0625,0.00761,4.05e-05,0.0702,0.548,117.961
DISCO: Guest List Edition,38,Kylie Minogue,Till You Love Somebody,182426,False,2021-11-12,0.676,0.903,-4.323,0.0813,0.0114,0.000719,0.0802,0.43,111.973
DISCO: Guest List Edition,38,Kylie Minogue,Fine Wine,164346,False,2021-11-12,0.78,0.881,-4.537,0.107,0.0795,4e-05,0.0869,0.906,120.032
DISCO: Guest List Edition,38,Kylie Minogue,Hey Lonely,208466,False,2021-11-12,0.741,0.853,-6.384,0.0759,0.0198,0.00213,0.116,0.741,127.954
DISCO: Guest List Edition,37,Kylie Minogue,Spotlight,162680,False,2021-11-12,0.744,0.824,-5.627,0.0807,0.0159,0.00615,0.214,0.678,124.985
DISCO: Guest List Edition,59,Kylie Minogue,A Second to Midnight,207986,False,2021-11-12,0.803,0.764,-5.233,0.0387,0.0339,0.000703,0.206,0.614,122.014
DISCO: Guest List Edition,52,Kylie Minogue,Kiss of Life,193720,False,2021-11-12,0.694,0.822,-6.124,0.0643,0.0387,8.51e-05,0.0503,0.749,123.922
DISCO: Guest List Edition,54,Kylie Minogue,Can't Stop Writing Songs About You,184293,False,2021-11-12,0.754,0.828,-5.226,0.0827,0.0556,1.54e-05,0.152,0.753,101.035
DISCO: Guest List Edition,53,Kylie Minogue,Real Groove - Studio 2054 Remix,262893,False,2021-11-12,0.767,0.643,-6.178,0.0387,0.0052,0.0138,0.18,0.699,119.981
DISCO: Guest List Edition,41,Kylie Minogue,Say Something - Basement Jaxx Remix,322893,False,2021-11-12,0.717,0.838,-9.202,0.0477,0.00692,0.762,0.284,0.818,125.02
DISCO: Guest List Edition,41,Kylie Minogue,Say Something - F9 Club Mix,394026,False,2021-11-12,0.566,0.934,-5.065,0.083,0.00563,0.548,0.0624,0.722,120.997
DISCO: Guest List Edition,40,Kylie Minogue,Say Something - Syn Cole Extended Mix,241946,False,2021-11-12,0.707,0.732,-5.053,0.029,0.00245,0.645,0.115,0.762,124.011
DISCO: Guest List Edition,39,Kylie Minogue,Magic - Purple Disco Machine Extended Mix,306991,False,2021-11-12,0.778,0.756,-6.331,0.0671,0.0257,0.234,0.0247,0.798,118.007
DISCO: Guest List Edition,44,Kylie Minogue,Real Groove (feat. Dua Lipa) - Studio 2054 Initial Talk Remix,223506,False,2021-11-12,0.668,0.933,-4.64,0.0416,0.0353,0.169,0.0469,0.915,119.97
DISCO: Guest List Edition,40,Kylie Minogue,Dance Floor Darling - Linslee's Electric Slide Remix,235880,False,2021-11-12,0.711,0.782,-5.17,0.0393,0.00116,0.163,0.721,0.837,114.029
The Walls Are Way Too Thin,35,Holly Humberstone,Haunted House,133773,False,2021-11-12,0.336,0.267,-9.197,0.0441,0.876,0.0,0.0968,0.246,140.802
